CityName,AbbreviationCode,CountryName,Continent,Region,SurfaceArea
Concepción,CHL,Chile,"South America","South America",756626.00
Rancagua,CHL,Chile,"South America","South America",756626.00
Arica,CHL,Chile,"South America","South America",756626.00
Talca,CHL,Chile,"South America","South America",756626.00
Chillán,CHL,Chile,"South America","South America",756626.00
Iquique,CHL,Chile,"South America","South America",756626.00
"Los Angeles",CHL,Chile,"South America","South America",756626.00
"Puerto Montt",CHL,Chile,"South America","South America",756626.00
Coquimbo,CHL,Chile,"South America","South America",756626.00
Osorno,CHL,Chile,"South America","South America",756626.00
"La Serena",CHL,Chile,"South America","South America",756626.00
Calama,CHL,Chile,"South America","South America",756626.00
Valdivia,CHL,Chile,"South America","South America",756626.00
"Punta Arenas",CHL,Chile,"South America","South America",756626.00
Copiapó,CHL,Chile,"South America","South America",756626.00
Quilpué,CHL,Chile,"South America","South America",756626.00
Curicó,CHL,Chile,"South America","South America",756626.00
Ovalle,CHL,Chile,"South America","South America",756626.00
Coronel,CHL,Chile,"South America","South America",756626.00
"San Pedro de la Paz",CHL,Chile,"South America","South America",756626.00
Melipilla,CHL,Chile,"South America","South America",756626.00
Shanghai,CHN,China,Asia,"Eastern Asia",9572900.00
Peking,CHN,China,Asia,"Eastern Asia",9572900.00
Chongqing,CHN,China,Asia,"Eastern Asia",9572900.00
Tianjin,CHN,China,Asia,"Eastern Asia",9572900.00
Wuhan,CHN,China,Asia,"Eastern Asia",9572900.00
Harbin,CHN,China,Asia,"Eastern Asia",9572900.00
Shenyang,CHN,China,Asia,"Eastern Asia",9572900.00
"Kanton [Guangzhou]",CHN,China,Asia,"Eastern Asia",9572900.00
Chengdu,CHN,China,Asia,"Eastern Asia",9572900.00
"Nanking [Nanjing]",CHN,China,Asia,"Eastern Asia",9572900.00
Changchun,CHN,China,Asia,"Eastern Asia",9572900.00
Xi´an,CHN,China,Asia,"Eastern Asia",9572900.00
Dalian,CHN,China,Asia,"Eastern Asia",9572900.00
Qingdao,CHN,China,Asia,"Eastern Asia",9572900.00
Jinan,CHN,China,Asia,"Eastern Asia",9572900.00
Hangzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Zhengzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Shijiazhuang,CHN,China,Asia,"Eastern Asia",9572900.00
Taiyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Kunming,CHN,China,Asia,"Eastern Asia",9572900.00
Changsha,CHN,China,Asia,"Eastern Asia",9572900.00
Nanchang,CHN,China,Asia,"Eastern Asia",9572900.00
Fuzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Lanzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Guiyang,CHN,China,Asia,"Eastern Asia",9572900.00
Ningbo,CHN,China,Asia,"Eastern Asia",9572900.00
Hefei,CHN,China,Asia,"Eastern Asia",9572900.00
"Urumtši [Ürümqi]",CHN,China,Asia,"Eastern Asia",9572900.00
Anshan,CHN,China,Asia,"Eastern Asia",9572900.00
Fushun,CHN,China,Asia,"Eastern Asia",9572900.00
Nanning,CHN,China,Asia,"Eastern Asia",9572900.00
Zibo,CHN,China,Asia,"Eastern Asia",9572900.00
Qiqihar,CHN,China,Asia,"Eastern Asia",9572900.00
Jilin,CHN,China,Asia,"Eastern Asia",9572900.00
Tangshan,CHN,China,Asia,"Eastern Asia",9572900.00
Baotou,CHN,China,Asia,"Eastern Asia",9572900.00
Shenzhen,CHN,China,Asia,"Eastern Asia",9572900.00
Hohhot,CHN,China,Asia,"Eastern Asia",9572900.00
Handan,CHN,China,Asia,"Eastern Asia",9572900.00
Wuxi,CHN,China,Asia,"Eastern Asia",9572900.00
Xuzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Datong,CHN,China,Asia,"Eastern Asia",9572900.00
Yichun,CHN,China,Asia,"Eastern Asia",9572900.00
Benxi,CHN,China,Asia,"Eastern Asia",9572900.00
Luoyang,CHN,China,Asia,"Eastern Asia",9572900.00
Suzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Xining,CHN,China,Asia,"Eastern Asia",9572900.00
Huainan,CHN,China,Asia,"Eastern Asia",9572900.00
Jixi,CHN,China,Asia,"Eastern Asia",9572900.00
Daqing,CHN,China,Asia,"Eastern Asia",9572900.00
Fuxin,CHN,China,Asia,"Eastern Asia",9572900.00
"Amoy [Xiamen]",CHN,China,Asia,"Eastern Asia",9572900.00
Liuzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Shantou,CHN,China,Asia,"Eastern Asia",9572900.00
Jinzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Mudanjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Yinchuan,CHN,China,Asia,"Eastern Asia",9572900.00
Changzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Zhangjiakou,CHN,China,Asia,"Eastern Asia",9572900.00
Dandong,CHN,China,Asia,"Eastern Asia",9572900.00
Hegang,CHN,China,Asia,"Eastern Asia",9572900.00
Kaifeng,CHN,China,Asia,"Eastern Asia",9572900.00
Jiamusi,CHN,China,Asia,"Eastern Asia",9572900.00
Liaoyang,CHN,China,Asia,"Eastern Asia",9572900.00
Hengyang,CHN,China,Asia,"Eastern Asia",9572900.00
Baoding,CHN,China,Asia,"Eastern Asia",9572900.00
Hunjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Xinxiang,CHN,China,Asia,"Eastern Asia",9572900.00
Huangshi,CHN,China,Asia,"Eastern Asia",9572900.00
Haikou,CHN,China,Asia,"Eastern Asia",9572900.00
Yantai,CHN,China,Asia,"Eastern Asia",9572900.00
Bengbu,CHN,China,Asia,"Eastern Asia",9572900.00
Xiangtan,CHN,China,Asia,"Eastern Asia",9572900.00
Weifang,CHN,China,Asia,"Eastern Asia",9572900.00
Wuhu,CHN,China,Asia,"Eastern Asia",9572900.00
Pingxiang,CHN,China,Asia,"Eastern Asia",9572900.00
Yingkou,CHN,China,Asia,"Eastern Asia",9572900.00
Anyang,CHN,China,Asia,"Eastern Asia",9572900.00
Panzhihua,CHN,China,Asia,"Eastern Asia",9572900.00
Pingdingshan,CHN,China,Asia,"Eastern Asia",9572900.00
Xiangfan,CHN,China,Asia,"Eastern Asia",9572900.00
Zhuzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Jiaozuo,CHN,China,Asia,"Eastern Asia",9572900.00
Wenzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Zhangjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Zigong,CHN,China,Asia,"Eastern Asia",9572900.00
Shuangyashan,CHN,China,Asia,"Eastern Asia",9572900.00
Zaozhuang,CHN,China,Asia,"Eastern Asia",9572900.00
Yakeshi,CHN,China,Asia,"Eastern Asia",9572900.00
Yichang,CHN,China,Asia,"Eastern Asia",9572900.00
Zhenjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Huaibei,CHN,China,Asia,"Eastern Asia",9572900.00
Qinhuangdao,CHN,China,Asia,"Eastern Asia",9572900.00
Guilin,CHN,China,Asia,"Eastern Asia",9572900.00
Liupanshui,CHN,China,Asia,"Eastern Asia",9572900.00
Panjin,CHN,China,Asia,"Eastern Asia",9572900.00
Yangquan,CHN,China,Asia,"Eastern Asia",9572900.00
Jinxi,CHN,China,Asia,"Eastern Asia",9572900.00
Liaoyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Lianyungang,CHN,China,Asia,"Eastern Asia",9572900.00
Xianyang,CHN,China,Asia,"Eastern Asia",9572900.00
Tai´an,CHN,China,Asia,"Eastern Asia",9572900.00
Chifeng,CHN,China,Asia,"Eastern Asia",9572900.00
Shaoguan,CHN,China,Asia,"Eastern Asia",9572900.00
Nantong,CHN,China,Asia,"Eastern Asia",9572900.00
Leshan,CHN,China,Asia,"Eastern Asia",9572900.00
Baoji,CHN,China,Asia,"Eastern Asia",9572900.00
Linyi,CHN,China,Asia,"Eastern Asia",9572900.00
Tonghua,CHN,China,Asia,"Eastern Asia",9572900.00
Siping,CHN,China,Asia,"Eastern Asia",9572900.00
Changzhi,CHN,China,Asia,"Eastern Asia",9572900.00
Tengzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Chaozhou,CHN,China,Asia,"Eastern Asia",9572900.00
Yangzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Dongwan,CHN,China,Asia,"Eastern Asia",9572900.00
Ma´anshan,CHN,China,Asia,"Eastern Asia",9572900.00
Foshan,CHN,China,Asia,"Eastern Asia",9572900.00
Yueyang,CHN,China,Asia,"Eastern Asia",9572900.00
Xingtai,CHN,China,Asia,"Eastern Asia",9572900.00
Changde,CHN,China,Asia,"Eastern Asia",9572900.00
Shihezi,CHN,China,Asia,"Eastern Asia",9572900.00
Yancheng,CHN,China,Asia,"Eastern Asia",9572900.00
Jiujiang,CHN,China,Asia,"Eastern Asia",9572900.00
Dongying,CHN,China,Asia,"Eastern Asia",9572900.00
Shashi,CHN,China,Asia,"Eastern Asia",9572900.00
Xintai,CHN,China,Asia,"Eastern Asia",9572900.00
Jingdezhen,CHN,China,Asia,"Eastern Asia",9572900.00
Tongchuan,CHN,China,Asia,"Eastern Asia",9572900.00
Zhongshan,CHN,China,Asia,"Eastern Asia",9572900.00
Shiyan,CHN,China,Asia,"Eastern Asia",9572900.00
Tieli,CHN,China,Asia,"Eastern Asia",9572900.00
Jining,CHN,China,Asia,"Eastern Asia",9572900.00
Wuhai,CHN,China,Asia,"Eastern Asia",9572900.00
Mianyang,CHN,China,Asia,"Eastern Asia",9572900.00
Luzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Zunyi,CHN,China,Asia,"Eastern Asia",9572900.00
Shizuishan,CHN,China,Asia,"Eastern Asia",9572900.00
Neijiang,CHN,China,Asia,"Eastern Asia",9572900.00
Tongliao,CHN,China,Asia,"Eastern Asia",9572900.00
Tieling,CHN,China,Asia,"Eastern Asia",9572900.00
Wafangdian,CHN,China,Asia,"Eastern Asia",9572900.00
Anqing,CHN,China,Asia,"Eastern Asia",9572900.00
Shaoyang,CHN,China,Asia,"Eastern Asia",9572900.00
Laiwu,CHN,China,Asia,"Eastern Asia",9572900.00
Chengde,CHN,China,Asia,"Eastern Asia",9572900.00
Tianshui,CHN,China,Asia,"Eastern Asia",9572900.00
Nanyang,CHN,China,Asia,"Eastern Asia",9572900.00
Cangzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Yibin,CHN,China,Asia,"Eastern Asia",9572900.00
Huaiyin,CHN,China,Asia,"Eastern Asia",9572900.00
Dunhua,CHN,China,Asia,"Eastern Asia",9572900.00
Yanji,CHN,China,Asia,"Eastern Asia",9572900.00
Jiangmen,CHN,China,Asia,"Eastern Asia",9572900.00
Tongling,CHN,China,Asia,"Eastern Asia",9572900.00
Suihua,CHN,China,Asia,"Eastern Asia",9572900.00
Gongziling,CHN,China,Asia,"Eastern Asia",9572900.00
Xiantao,CHN,China,Asia,"Eastern Asia",9572900.00
Chaoyang,CHN,China,Asia,"Eastern Asia",9572900.00
Ganzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Huzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Baicheng,CHN,China,Asia,"Eastern Asia",9572900.00
Shangzi,CHN,China,Asia,"Eastern Asia",9572900.00
Yangjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Qitaihe,CHN,China,Asia,"Eastern Asia",9572900.00
Gejiu,CHN,China,Asia,"Eastern Asia",9572900.00
Jiangyin,CHN,China,Asia,"Eastern Asia",9572900.00
Hebi,CHN,China,Asia,"Eastern Asia",9572900.00
Jiaxing,CHN,China,Asia,"Eastern Asia",9572900.00
Wuzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Meihekou,CHN,China,Asia,"Eastern Asia",9572900.00
Xuchang,CHN,China,Asia,"Eastern Asia",9572900.00
Liaocheng,CHN,China,Asia,"Eastern Asia",9572900.00
Haicheng,CHN,China,Asia,"Eastern Asia",9572900.00
Qianjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Baiyin,CHN,China,Asia,"Eastern Asia",9572900.00
Bei´an,CHN,China,Asia,"Eastern Asia",9572900.00
Yixing,CHN,China,Asia,"Eastern Asia",9572900.00
Laizhou,CHN,China,Asia,"Eastern Asia",9572900.00
Qaramay,CHN,China,Asia,"Eastern Asia",9572900.00
Acheng,CHN,China,Asia,"Eastern Asia",9572900.00
Dezhou,CHN,China,Asia,"Eastern Asia",9572900.00
Nanping,CHN,China,Asia,"Eastern Asia",9572900.00
Zhaoqing,CHN,China,Asia,"Eastern Asia",9572900.00
Beipiao,CHN,China,Asia,"Eastern Asia",9572900.00
Fengcheng,CHN,China,Asia,"Eastern Asia",9572900.00
Fuyu,CHN,China,Asia,"Eastern Asia",9572900.00
Xinyang,CHN,China,Asia,"Eastern Asia",9572900.00
Dongtai,CHN,China,Asia,"Eastern Asia",9572900.00
Yuci,CHN,China,Asia,"Eastern Asia",9572900.00
Honghu,CHN,China,Asia,"Eastern Asia",9572900.00
Ezhou,CHN,China,Asia,"Eastern Asia",9572900.00
Heze,CHN,China,Asia,"Eastern Asia",9572900.00
Daxian,CHN,China,Asia,"Eastern Asia",9572900.00
Linfen,CHN,China,Asia,"Eastern Asia",9572900.00
Tianmen,CHN,China,Asia,"Eastern Asia",9572900.00
Yiyang,CHN,China,Asia,"Eastern Asia",9572900.00
Quanzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Rizhao,CHN,China,Asia,"Eastern Asia",9572900.00
Deyang,CHN,China,Asia,"Eastern Asia",9572900.00
Guangyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Changshu,CHN,China,Asia,"Eastern Asia",9572900.00
Zhangzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Hailar,CHN,China,Asia,"Eastern Asia",9572900.00
Nanchong,CHN,China,Asia,"Eastern Asia",9572900.00
Jiutai,CHN,China,Asia,"Eastern Asia",9572900.00
Zhaodong,CHN,China,Asia,"Eastern Asia",9572900.00
Shaoxing,CHN,China,Asia,"Eastern Asia",9572900.00
Fuyang,CHN,China,Asia,"Eastern Asia",9572900.00
Maoming,CHN,China,Asia,"Eastern Asia",9572900.00
Qujing,CHN,China,Asia,"Eastern Asia",9572900.00
Ghulja,CHN,China,Asia,"Eastern Asia",9572900.00
Jiaohe,CHN,China,Asia,"Eastern Asia",9572900.00
Puyang,CHN,China,Asia,"Eastern Asia",9572900.00
Huadian,CHN,China,Asia,"Eastern Asia",9572900.00
Jiangyou,CHN,China,Asia,"Eastern Asia",9572900.00
Qashqar,CHN,China,Asia,"Eastern Asia",9572900.00
Anshun,CHN,China,Asia,"Eastern Asia",9572900.00
Fuling,CHN,China,Asia,"Eastern Asia",9572900.00
Xinyu,CHN,China,Asia,"Eastern Asia",9572900.00
Hanzhong,CHN,China,Asia,"Eastern Asia",9572900.00
Danyang,CHN,China,Asia,"Eastern Asia",9572900.00
Chenzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Xiaogan,CHN,China,Asia,"Eastern Asia",9572900.00
Shangqiu,CHN,China,Asia,"Eastern Asia",9572900.00
Zhuhai,CHN,China,Asia,"Eastern Asia",9572900.00
Qingyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Aqsu,CHN,China,Asia,"Eastern Asia",9572900.00
Jining,CHN,China,Asia,"Eastern Asia",9572900.00
Xiaoshan,CHN,China,Asia,"Eastern Asia",9572900.00
Zaoyang,CHN,China,Asia,"Eastern Asia",9572900.00
Xinghua,CHN,China,Asia,"Eastern Asia",9572900.00
Hami,CHN,China,Asia,"Eastern Asia",9572900.00
Huizhou,CHN,China,Asia,"Eastern Asia",9572900.00
Jinmen,CHN,China,Asia,"Eastern Asia",9572900.00
Sanming,CHN,China,Asia,"Eastern Asia",9572900.00
Ulanhot,CHN,China,Asia,"Eastern Asia",9572900.00
Korla,CHN,China,Asia,"Eastern Asia",9572900.00
Wanxian,CHN,China,Asia,"Eastern Asia",9572900.00
Rui´an,CHN,China,Asia,"Eastern Asia",9572900.00
Zhoushan,CHN,China,Asia,"Eastern Asia",9572900.00
Liangcheng,CHN,China,Asia,"Eastern Asia",9572900.00
Jiaozhou,CHN,China,Asia,"Eastern Asia",9572900.00
Taizhou,CHN,China,Asia,"Eastern Asia",9572900.00
Suzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Yichun,CHN,China,Asia,"Eastern Asia",9572900.00
Taonan,CHN,China,Asia,"Eastern Asia",9572900.00
Pingdu,CHN,China,Asia,"Eastern Asia",9572900.00
Ji´an,CHN,China,Asia,"Eastern Asia",9572900.00
Longkou,CHN,China,Asia,"Eastern Asia",9572900.00
Langfang,CHN,China,Asia,"Eastern Asia",9572900.00
Zhoukou,CHN,China,Asia,"Eastern Asia",9572900.00
Suining,CHN,China,Asia,"Eastern Asia",9572900.00
Yulin,CHN,China,Asia,"Eastern Asia",9572900.00
Jinhua,CHN,China,Asia,"Eastern Asia",9572900.00
Liu´an,CHN,China,Asia,"Eastern Asia",9572900.00
Shuangcheng,CHN,China,Asia,"Eastern Asia",9572900.00
Suizhou,CHN,China,Asia,"Eastern Asia",9572900.00
Ankang,CHN,China,Asia,"Eastern Asia",9572900.00
Weinan,CHN,China,Asia,"Eastern Asia",9572900.00
Longjing,CHN,China,Asia,"Eastern Asia",9572900.00
Da´an,CHN,China,Asia,"Eastern Asia",9572900.00
Lengshuijiang,CHN,China,Asia,"Eastern Asia",9572900.00
Laiyang,CHN,China,Asia,"Eastern Asia",9572900.00
Xianning,CHN,China,Asia,"Eastern Asia",9572900.00
Dali,CHN,China,Asia,"Eastern Asia",9572900.00
Anda,CHN,China,Asia,"Eastern Asia",9572900.00
Jincheng,CHN,China,Asia,"Eastern Asia",9572900.00
Longyan,CHN,China,Asia,"Eastern Asia",9572900.00
Xichang,CHN,China,Asia,"Eastern Asia",9572900.00
Wendeng,CHN,China,Asia,"Eastern Asia",9572900.00
Hailun,CHN,China,Asia,"Eastern Asia",9572900.00
Binzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Linhe,CHN,China,Asia,"Eastern Asia",9572900.00
Wuwei,CHN,China,Asia,"Eastern Asia",9572900.00
Duyun,CHN,China,Asia,"Eastern Asia",9572900.00
Mishan,CHN,China,Asia,"Eastern Asia",9572900.00
Shangrao,CHN,China,Asia,"Eastern Asia",9572900.00
Changji,CHN,China,Asia,"Eastern Asia",9572900.00
Meixian,CHN,China,Asia,"Eastern Asia",9572900.00
Yushu,CHN,China,Asia,"Eastern Asia",9572900.00
Tiefa,CHN,China,Asia,"Eastern Asia",9572900.00
Huai´an,CHN,China,Asia,"Eastern Asia",9572900.00
Leiyang,CHN,China,Asia,"Eastern Asia",9572900.00
Zalantun,CHN,China,Asia,"Eastern Asia",9572900.00
Weihai,CHN,China,Asia,"Eastern Asia",9572900.00
Loudi,CHN,China,Asia,"Eastern Asia",9572900.00
Qingzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Qidong,CHN,China,Asia,"Eastern Asia",9572900.00
Huaihua,CHN,China,Asia,"Eastern Asia",9572900.00
Luohe,CHN,China,Asia,"Eastern Asia",9572900.00
Chuzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Kaiyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Linqing,CHN,China,Asia,"Eastern Asia",9572900.00
Chaohu,CHN,China,Asia,"Eastern Asia",9572900.00
Laohekou,CHN,China,Asia,"Eastern Asia",9572900.00
Dujiangyan,CHN,China,Asia,"Eastern Asia",9572900.00
Zhumadian,CHN,China,Asia,"Eastern Asia",9572900.00
Linchuan,CHN,China,Asia,"Eastern Asia",9572900.00
Jiaonan,CHN,China,Asia,"Eastern Asia",9572900.00
Sanmenxia,CHN,China,Asia,"Eastern Asia",9572900.00
Heyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Manzhouli,CHN,China,Asia,"Eastern Asia",9572900.00
Lhasa,CHN,China,Asia,"Eastern Asia",9572900.00
Lianyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Kuytun,CHN,China,Asia,"Eastern Asia",9572900.00
Puqi,CHN,China,Asia,"Eastern Asia",9572900.00
Hongjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Qinzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Renqiu,CHN,China,Asia,"Eastern Asia",9572900.00
Yuyao,CHN,China,Asia,"Eastern Asia",9572900.00
Guigang,CHN,China,Asia,"Eastern Asia",9572900.00
Kaili,CHN,China,Asia,"Eastern Asia",9572900.00
Yan´an,CHN,China,Asia,"Eastern Asia",9572900.00
Beihai,CHN,China,Asia,"Eastern Asia",9572900.00
Xuangzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Quzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Yong´an,CHN,China,Asia,"Eastern Asia",9572900.00
Zixing,CHN,China,Asia,"Eastern Asia",9572900.00
Liyang,CHN,China,Asia,"Eastern Asia",9572900.00
Yizheng,CHN,China,Asia,"Eastern Asia",9572900.00
Yumen,CHN,China,Asia,"Eastern Asia",9572900.00
Liling,CHN,China,Asia,"Eastern Asia",9572900.00
Yuncheng,CHN,China,Asia,"Eastern Asia",9572900.00
Shanwei,CHN,China,Asia,"Eastern Asia",9572900.00
Cixi,CHN,China,Asia,"Eastern Asia",9572900.00
Yuanjiang,CHN,China,Asia,"Eastern Asia",9572900.00
Bozhou,CHN,China,Asia,"Eastern Asia",9572900.00
Jinchang,CHN,China,Asia,"Eastern Asia",9572900.00
Fu´an,CHN,China,Asia,"Eastern Asia",9572900.00
Suqian,CHN,China,Asia,"Eastern Asia",9572900.00
Shishou,CHN,China,Asia,"Eastern Asia",9572900.00
Hengshui,CHN,China,Asia,"Eastern Asia",9572900.00
Danjiangkou,CHN,China,Asia,"Eastern Asia",9572900.00
Fujin,CHN,China,Asia,"Eastern Asia",9572900.00
Sanya,CHN,China,Asia,"Eastern Asia",9572900.00
Guangshui,CHN,China,Asia,"Eastern Asia",9572900.00
Huangshan,CHN,China,Asia,"Eastern Asia",9572900.00
Xingcheng,CHN,China,Asia,"Eastern Asia",9572900.00
Zhucheng,CHN,China,Asia,"Eastern Asia",9572900.00
Kunshan,CHN,China,Asia,"Eastern Asia",9572900.00
Haining,CHN,China,Asia,"Eastern Asia",9572900.00
Pingliang,CHN,China,Asia,"Eastern Asia",9572900.00
Fuqing,CHN,China,Asia,"Eastern Asia",9572900.00
Xinzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Jieyang,CHN,China,Asia,"Eastern Asia",9572900.00
Zhangjiagang,CHN,China,Asia,"Eastern Asia",9572900.00
"Tong Xian",CHN,China,Asia,"Eastern Asia",9572900.00
Ya´an,CHN,China,Asia,"Eastern Asia",9572900.00
Jinzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Emeishan,CHN,China,Asia,"Eastern Asia",9572900.00
Enshi,CHN,China,Asia,"Eastern Asia",9572900.00
Bose,CHN,China,Asia,"Eastern Asia",9572900.00
Yuzhou,CHN,China,Asia,"Eastern Asia",9572900.00
Kaiyuan,CHN,China,Asia,"Eastern Asia",9572900.00
Tumen,CHN,China,Asia,"Eastern Asia",9572900.00
Putian,CHN,China,Asia,"Eastern Asia",9572900.00
Linhai,CHN,China,Asia,"Eastern Asia",9572900.00
"Xilin Hot",CHN,China,Asia,"Eastern Asia",9572900.00
Shaowu,CHN,China,Asia,"Eastern Asia",9572900.00
Junan,CHN,China,Asia,"Eastern Asia",9572900.00
Huaying,CHN,China,Asia,"Eastern Asia",9572900.00
Pingyi,CHN,China,Asia,"Eastern Asia",9572900.00
Huangyan,CHN,China,Asia,"Eastern Asia",9572900.00
Abidjan,CIV,"Côte d’Ivoire",Africa,"Western Africa",322463.00
Bouaké,CIV,"Côte d’Ivoire",Africa,"Western Africa",322463.00
Yamoussoukro,CIV,"Côte d’Ivoire",Africa,"Western Africa",322463.00
Daloa,CIV,"Côte d’Ivoire",Africa,"Western Africa",322463.00
Korhogo,CIV,"Côte d’Ivoire",Africa,"Western Africa",322463.00
Douala,CMR,Cameroon,Africa,"Central Africa",475442.00
Yaoundé,CMR,Cameroon,Africa,"Central Africa",475442.00
Garoua,CMR,Cameroon,Africa,"Central Africa",475442.00
Maroua,CMR,Cameroon,Africa,"Central Africa",475442.00
Bamenda,CMR,Cameroon,Africa,"Central Africa",475442.00
Bafoussam,CMR,Cameroon,Africa,"Central Africa",475442.00
Nkongsamba,CMR,Cameroon,Africa,"Central Africa",475442.00
Kinshasa,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Lubumbashi,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Mbuji-Mayi,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Kolwezi,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Kisangani,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Kananga,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Likasi,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Bukavu,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Kikwit,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Tshikapa,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Matadi,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Mbandaka,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Mwene-Ditu,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Boma,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Uvira,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Butembo,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Goma,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Kalemie,COD,"Congo, The Democratic Republic of the",Africa,"Central Africa",2344858.00
Brazzaville,COG,Congo,Africa,"Central Africa",342000.00
Pointe-Noire,COG,Congo,Africa,"Central Africa",342000.00
Avarua,COK,"Cook Islands",Oceania,Polynesia,236.00
"Santafé de Bogotá",COL,Colombia,"South America","South America",1138914.00
Cali,COL,Colombia,"South America","South America",1138914.00
Medellín,COL,Colombia,"South America","South America",1138914.00
Barranquilla,COL,Colombia,"South America","South America",1138914.00
Cartagena,COL,Colombia,"South America","South America",1138914.00
Cúcuta,COL,Colombia,"South America","South America",1138914.00
Bucaramanga,COL,Colombia,"South America","South America",1138914.00
Ibagué,COL,Colombia,"South America","South America",1138914.00
Pereira,COL,Colombia,"South America","South America",1138914.00
"Santa Marta",COL,Colombia,"South America","South America",1138914.00
Manizales,COL,Colombia,"South America","South America",1138914.00
Bello,COL,Colombia,"South America","South America",1138914.00
Pasto,COL,Colombia,"South America","South America",1138914.00
Neiva,COL,Colombia,"South America","South America",1138914.00
Soledad,COL,Colombia,"South America","South America",1138914.00
Armenia,COL,Colombia,"South America","South America",1138914.00
Villavicencio,COL,Colombia,"South America","South America",1138914.00
Soacha,COL,Colombia,"South America","South America",1138914.00
Valledupar,COL,Colombia,"South America","South America",1138914.00
Montería,COL,Colombia,"South America","South America",1138914.00
Itagüí,COL,Colombia,"South America","South America",1138914.00
Palmira,COL,Colombia,"South America","South America",1138914.00
Buenaventura,COL,Colombia,"South America","South America",1138914.00
Floridablanca,COL,Colombia,"South America","South America",1138914.00
Sincelejo,COL,Colombia,"South America","South America",1138914.00
Popayán,COL,Colombia,"South America","South America",1138914.00
Barrancabermeja,COL,Colombia,"South America","South America",1138914.00
"Dos Quebradas",COL,Colombia,"South America","South America",1138914.00
Tuluá,COL,Colombia,"South America","South America",1138914.00
Envigado,COL,Colombia,"South America","South America",1138914.00
Cartago,COL,Colombia,"South America","South America",1138914.00
